time,value
1533061943.135,825,824
1533061943.142,838,857
1533061943.155,850,866
1533061943.162,867,883
1533061943.171,882,880
1533061943.18,899,891
1533061943.191,885,904
1533061943.198,875,897
1533061943.206,892,896
1533061943.216,893,906
1533061943.224,914,920
1533061943.23,915,915
1533061943.239,902,929
1533061943.248,899,917
1533061943.256,910,919
1533061943.263,901,928
1533061943.274,918,933
1533061943.282,913,913
1533061943.29,925,934
1533061943.3,918,924
1533061943.311,930,927
1533061943.318,912,936
1533061943.327,941,955
1533061943.337,939,942
1533061943.348,942,936
1533061943.356,920,932
1533061943.362,918,933
1533061943.372,941,953
1533061943.381,922,943
1533061943.394,929,929
1533061943.402,917,932
1533061943.409,949,949
1533061943.422,946,952
1533061943.432,922,946
1533061943.443,933,959
1533061943.45,931,948
1533061943.461,940,957
1533061943.468,927,959
1533061943.482,932,929
1533061943.491,937,940
1533061943.5,930,942
1533061943.507,919,946
1533061943.514,932,935
1533061943.526,934,940
1533061943.533,943,940
1533061943.54,931,940
1533061943.548,929,941
1533061943.559,943,946
1533061943.566,925,931
1533061943.573,938,947
1533061943.584,932,950
1533061943.594,917,926
1533061943.602,922,943
1533061943.609,921,927
1533061943.617,919,951
1533061943.625,929,938
1533061943.632,931,940
1533061943.641,942,927
1533061943.65,920,932
1533061943.663,941,958
1533061943.67,930,951
1533061943.681,936,965
1533061943.693,924,948
1533061943.7,931,943
1533061943.707,931,931
1533061943.716,935,938
1533061943.726,943,946
1533061943.733,934,943
1533061943.742,936,945
1533061943.749,941,944
1533061943.76,946,951
1533061943.766,930,945
1533061943.774,939,951
1533061943.782,917,947
1533061943.793,941,950
1533061943.8,926,944
1533061943.807,916,940
1533061943.815,946,952
1533061943.826,947,961
1533061943.833,948,959
1533061943.841,919,943
1533061943.847,932,944
1533061943.858,931,955
1533061943.867,927,948
1533061943.873,934,949
1533061943.885,934,934
1533061943.892,940,960
1533061943.901,922,949
1533061943.91,939,954
1533061943.924,929,938
1533061943.931,942,948
1533061943.939,924,951
1533061943.947,938,941
1533061943.958,930,951
1533061943.97,934,949
1533061943.979,939,939
1533061943.987,936,939
1533061943.997,922,937
1533061944.007,912,945
1533061944.014,946,940
1533061944.021,935,947
1533061944.028,933,942
1533061944.038,928,934
1533061944.045,928,949
1533061944.053,933,939
1533061944.06,930,942
1533061944.071,939,945
1533061944.078,943,928
1533061944.087,929,947
1533061944.098,930,948
1533061944.105,934,949
1533061944.112,938,953
1533061944.122,924,933
1533061944.129,933,945
1533061944.137,930,945
1533061944.144,937,940
1533061944.156,916,948
1533061944.162,936,953
1533061944.17,928,937
1533061944.177,915,930
1533061944.189,929,947
1533061944.195,927,953
1533061944.203,929,938
1533061944.209,932,941
1533061944.22,930,945
1533061944.226,922,937
1533061944.234,944,947
1533061944.24,916,949
1533061944.252,926,938
1533061944.259,926,952
1533061944.265,945,942
1533061944.278,926,932
1533061944.287,935,941
1533061944.294,920,941
1533061944.305,926,947
1533061944.311,924,948
1533061944.319,943,963
1533061944.325,926,950
1533061944.338,921,936
1533061944.345,932,938
1533061944.353,931,952
1533061944.361,940,943
1533061944.371,923,949
1533061944.378,930,948
1533061944.386,939,953
1533061944.392,939,959
1533061944.407,919,949
1533061944.414,928,957
1533061944.421,920,947
1533061944.433,927,948
1533061944.448,936,945
1533061944.458,932,952
1533061944.469,933,936
1533061944.479,937,957
1533061944.492,932,944
1533061944.502,923,944
1533061944.51,946,946
1533061944.519,922,943
1533061944.532,918,942
1533061944.539,944,944
1533061944.548,927,942
1533061944.556,930,945
1533061944.567,942,954
1533061944.574,941,958
1533061944.584,950,953
1533061944.595,965,985
1533061944.603,985,1008
1533061944.611,988,1002
1533061944.62,986,1012
1533061944.631,988,999
1533061944.64,973,985
1533061944.649,961,996
1533061944.66,965,991
1533061944.669,957,1006
1533061944.677,990,1016
1533061944.688,982,1014
1533061944.7,979,1005
1533061944.708,997,1023
1533061944.715,990,1001
1533061944.727,975,1004
1533061944.736,986,1003
1533061944.747,1002,1013
1533061944.754,990,1013
1533061944.761,985,1008
1533061944.77,986,1008
1533061944.782,983,1008
1533061944.793,991,997
1533061944.803,995,998
1533061944.816,1002,1001
1533061944.822,1002,998
1533061944.831,992,995
1533061944.838,997,1002
1533061944.849,987,1016
1533061944.856,990,999
1533061944.869,992,1000
1533061944.878,987,1001
1533061944.889,985,988
1533061944.896,987,995
1533061944.904,993,998
1533061944.912,966,995
1533061944.922,990,984
1533061944.929,1002,998
1533061944.939,991,1011
1533061944.952,986,998
1533061944.959,985,1005
1533061944.967,997,985
1533061944.974,968,1005
1533061944.984,974,997
1533061944.991,991,997
1533061944.999,997,1011
1533061945.006,983,997
1533061945.019,966,998
1533061945.026,978,1010
1533061945.033,980,992
1533061945.044,986,1009
1533061945.051,983,995
1533061945.058,982,997
1533061945.065,973,998
1533061945.075,993,993
1533061945.084,986,1003
1533061945.091,978,992
1533061945.099,981,995
1533061945.114,981,998
1533061945.121,983,995
1533061945.131,981,1004
1533061945.143,968,991
1533061945.151,974,991
1533061945.159,982,1008
1533061945.17,980,995
1533061945.18,994,1017
1533061945.188,983,1003
1533061945.198,987,1004
1533061945.208,987,993
1533061945.217,985,1002
1533061945.225,979,999
1533061945.237,989,998
1533061945.244,982,999
1533061945.251,980,1000
1533061945.258,991,1005
1533061945.271,981,995
1533061945.28,1008,1025
1533061945.292,993,996
1533061945.305,992,1009
1533061945.317,991,1017
1533061945.325,997,994
1533061945.335,993,993
1533061945.343,963,986
1533061945.354,984,1004
1533061945.364,974,1011
1533061945.37,984,998
1533061945.381,1002,1010
1533061945.393,983,1009
1533061945.407,983,1015
1533061945.416,983,998
1533061945.422,983,1008
1533061945.431,984,1007
1533061945.439,990,1004
1533061945.454,983,986
1533061945.464,981,998
1533061945.471,990,1013
1533061945.484,966,1000
1533061945.491,980,992
1533061945.502,991,1023
1533061945.51,987,1013
1533061945.524,977,1000
1533061945.534,995,1009
1533061945.55,993,1013
1533061945.563,986,997
1533061945.569,978,1012
1533061945.579,984,1013
1533061945.586,990,1013
1533061945.598,986,1012
1533061945.605,976,988
1533061945.615,986,1009
1533061945.622,987,1004
1533061945.634,979,997
1533061945.641,990,1007
1533061945.65,991,1023
1533061945.661,988,1002
1533061945.667,986,995
1533061945.681,988,997
1533061945.689,991,1011
1533061945.7,982,994
1533061945.708,978,983
1533061945.717,989,989
1533061945.725,976,1001
1533061945.736,998,1000
1533061945.75,991,1005
1533061945.757,978,1013
1533061945.766,980,1000
1533061945.781,1000,1005
1533061945.789,992,1015
1533061945.798,998,1003
1533061945.806,976,998
1533061945.818,1000,1017
1533061945.827,1007,1018
1533061945.835,991,994
1533061945.848,981,998
1533061945.855,983,992
1533061945.863,969,998
1533061945.87,992,1009
1533061945.878,988,1017
1533061945.889,989,1009
1533061945.897,987,993
1533061945.907,989,1003
1533061945.92,987,1001
1533061945.929,996,998
1533061945.936,992,1006
1533061945.945,992,995
1533061945.958,997,1002
1533061945.966,975,1009
1533061945.976,979,991
1533061945.984,992,1000
1533061945.996,991,1002
1533061946.002,982,1011
1533061946.013,1001,992
1533061946.021,980,997
1533061946.034,980,983
1533061946.043,983,1006
1533061946.05,987,996
1533061946.06,983,997
1533061946.071,993,993
1533061946.079,987,1007
1533061946.088,982,988
1533061946.097,984,1001
1533061946.109,995,992
1533061946.116,975,992
1533061946.125,996,1001
1533061946.136,978,1006
1533061946.144,1004,1000
1533061946.151,983,997
1533061946.158,995,1009
1533061946.17,993,996
1533061946.178,987,1001
1533061946.186,985,997
1533061946.195,993,1001
1533061946.204,998,998
1533061946.212,988,994
1533061946.219,979,1008
1533061946.23,987,1007
1533061946.237,984,993
1533061946.246,986,989
1533061946.257,994,997
1533061946.265,991,1005
1533061946.272,977,1005
1533061946.28,991,1005
1533061946.29,987,1004
1533061946.298,985,991
1533061946.305,977,997
1533061946.314,997,1000
1533061946.325,987,998
1533061946.332,990,1007
1533061946.339,985,1005
1533061946.348,989,998
1533061946.357,1006,1011
1533061946.368,993,1004
1533061946.38,988,1005
1533061946.39,981,990
1533061946.397,975,1015
1533061946.41,993,1001
1533061946.417,979,996
1533061946.425,995,995
1533061946.432,981,998
1533061946.442,991,997
1533061946.454,987,1010
1533061946.463,982,1002
1533061946.471,991,991
1533061946.48,980,1000
1533061946.492,987,995
1533061946.499,981,998
1533061946.506,995,1003
1533061946.514,984,998
1533061946.528,982,999
1533061946.535,993,999
1533061946.544,987,999
1533061946.554,981,993
1533061946.561,978,986
1533061946.569,988,994
1533061946.578,985,991
1533061946.591,983,995
1533061946.603,975,998
1533061946.614,989,995
1533061946.624,970,975
1533061946.632,975,989
1533061946.64,969,989
1533061946.65,973,990
1533061946.658,975,992
1533061946.665,960,986
1533061946.674,965,973
1533061946.684,980,980
1533061946.692,970,987
1533061946.699,970,987
1533061946.71,958,975
1533061946.717,958,966
1533061946.726,966,974
1533061946.732,965,973
1533061946.746,950,970
1533061946.753,960,962
1533061946.762,952,966
1533061946.771,952,975
1533061946.782,950,964
1533061946.789,958,969
1533061946.797,948,965
1533061946.811,942,959
1533061946.818,941,953
1533061946.827,939,945
1533061946.837,944,955
1533061946.848,927,939
1533061946.855,933,936
1533061946.864,935,929
1533061946.875,922,937
1533061946.881,916,934
1533061946.888,914,935
1533061946.897,913,916
1533061946.905,902,926
